name,rating,price_original,price_current,discount_percent,days_until_sale,genre,reviews_count,player_trend,will_be_discounted
Don't Starve Together,89.89181004229874,53.68070646340715,37.5989935600917,29.813079658144055,13.310422148562823,Simulation,71725.86016660562,falling,1
Goat Simulator 3,72.46316542567453,17.97503235885266,19.70644423978149,1.9591816425272246,0.0,Adventure,42018.35140884559,stable,0
Lost Ark,90.04789616585813,9.636427982240997,7.162039016275316,29.320990778588687,9.255328415137747,Indie,184958.2956012093,falling,1
Forza Horizon 5,60.392209617971965,17.29844916329283,9.044548474716834,47.93606485679141,1.2899608859585299,Roguelike,85505.87310482668,falling,1
Rainbow Six Siege,53.8142739934984,74.45371508431485,53.9596625412959,30.845597295146277,8.244149286119582,Action,64746.94670348058,stable,1
Fallout 4,55.81894498022156,62.98680563623202,63.191547814885965,0.4529353355460076,0.07844618220031276,Survival,101070.72432338545,growing,0
American Truck Simulator,59.26422632943024,5.762384744174636,6.603884658203594,0.0,0.0,Simulation,70954.88194356229,stable,0
Tekken 8,46.45017918184384,56.31125707078571,56.77876838278076,0.4068530473888606,0.6245399963222381,Simulation,165010.498281054,stable,0
Mortal Kombat 11,76.07903568711352,69.51546741536869,49.65059687138362,30.13251373620546,21.49396028460672,Strategy,21322.09660554604,growing,1
Watch Dogs 2,61.39334189226146,53.26831285539295,53.87753286449725,0.0,0.0,Puzzle,90258.12170180868,stable,0
Black Desert Online,92.11125268333366,0.6991932471659448,1.9589027090397684,0.0,0.0,Strategy,109740.73245175458,stable,0
Assassin’s Creed Valhalla,46.94564146308974,46.917477623191964,23.035856778013517,47.954505860043476,24.431074490018784,Racing,73858.1767727581,falling,1
Lies of P,53.45506372981149,41.761915514460824,42.62254058387916,1.5764023182668594,0.4902432602163699,Puzzle,186390.0023972495,growing,0
Apex Legends,75.32473829959014,35.18161112096937,16.249692516111317,56.78515502330493,16.95264367964263,Simulation,169694.9077537095,growing,1
Tekken 8,64.9068357050525,58.48402108685891,58.05428775452676,0.0,0.35059832981823086,Horror,54741.16540601675,growing,0
Apex Legends,92.08256313900569,6.699798164142812,4.98143913430369,39.47387215056653,15.255457046652603,Indie,59816.571153359044,falling,1
Warframe,52.4614379509222,29.5520622453665,28.386120975939352,0.0,0.0,Co-op,111698.11365776001,falling,0
Nier Automata,50.39786695128823,24.994202382098685,27.11069154728489,0.0,0.0,Puzzle,100972.22301078893,growing,0
Escape from Tarkov,39.91745856814878,67.01640435580737,44.330279207401425,28.26648085877797,21.908064032800567,Roguelike,6353.879943910133,stable,1
Apex Legends,71.04950333966313,64.59189058155373,63.50013443636309,0.0442065527097484,0.14532592033171338,Metroidvania,190801.77163332273,growing,0
Team Fortress 2,91.14998396857882,53.65754993614005,38.21257975034578,31.97499352978896,13.64626546996403,Simulation,66023.05350210359,falling,1
Among Us,65.21924899698716,59.50650932225462,59.81865055442554,1.1997187651369319,0.49663516675166597,Horror,57425.01272958616,growing,0
The Elder Scrolls V: Skyrim,95.58411533403708,26.201338947855557,25.90803092134587,0.0,0.0,Sports,93094.14992038049,falling,0
Mortal Kombat 11,80.8899351414398,66.1706152203817,53.365290331368826,18.91897614762219,6.276799266512139,Strategy,16704.469829364694,stable,1
Tekken 8,50.00388731278521,44.753893201622056,46.23576059319111,0.02098580585031403,0.0,Survival,25927.113415811826,growing,0
Terraria,97.20411485925054,60.97109428434239,45.26816389091647,28.21034154768191,27.00110900072776,Roguelike,174997.39232041742,stable,1
Tekken 8,55.387171126222725,65.09864436188701,52.09335718876677,19.34502214979305,5.088220977193089,Roguelike,150012.15872261245,falling,1
Apex Legends,56.393030187832125,5.145746651711491,3.266738492468793,0.0,0.5547767036971601,Adventure,50744.456701474264,falling,0
Fallout 4,52.03972945999235,10.237250386137061,10.043636764152874,0.0,0.28533731443348354,Simulation,189774.9437649789,growing,0
Payday 3,51.854724358056934,41.94284074480287,42.704520603909465,0.6798449986699836,0.0,Puzzle,21549.76215564194,falling,0
Starfield,78.15242651730534,37.858363551386525,28.046682158236816,20.219272223536752,30.0,Survival,138292.37873730477,stable,1
Hades,76.12396641663646,70.54354164641708,13.930148934474959,78.86503875851992,2.8613561420781526,Horror,35248.352903975494,growing,1
Chivalry 2,51.22794296119686,65.84169944955096,64.94887114224912,0.0,0.0,Horror,26980.70441659222,stable,0
Warframe,41.381753549927474,18.395413300619712,17.085778673176744,0.0,0.4957507734872409,Fighting,208824.4149379764,growing,0
Phasmophobia,79.60329095017393,65.90792147775592,67.4746780109179,2.2576841489407764,0.08645228347185198,Co-op,23965.636405137542,falling,0
Among Us,79.3793687613096,46.87932969577988,50.433286420535055,0.0,0.2744152604641666,Adventure,36002.08637217837,growing,0
It Takes Two,72.44123445656705,40.95568878595116,10.640378732597373,70.43989398917873,7.756345561277927,Indie,160656.81500622167,falling,1
Dragon Ball Xenoverse 2,97.3257608138855,64.07114777968627,47.48879261267402,27.254695685122236,10.536798416256861,Racing,110331.43177623962,falling,1
UltraKill,86.31653305930412,54.99616575660986,53.476752423907094,0.0,0.3620116415692806,RPG,156203.47306423908,stable,0
Assassin’s Creed Valhalla,56.33845874475778,16.040730142648467,16.266341051744707,0.0,0.47342735252610835,Simulation,45281.99788847943,growing,0
Dark Souls Remastered,60.36092658557286,72.54072338184267,73.96729037004411,2.5036632719483336,0.1358376105315787,Sports,61182.545292522336,stable,0
Resident Evil 4 Remake,78.10664457827906,39.7199718030013,39.97898804986992,0.7654835948099509,0.0,Roguelike,58646.833772954524,stable,0
The Outlast Trials,46.37718965725637,29.738576653373222,28.685005551510173,1.1294658446843528,0.0,RPG,99406.56589902057,stable,0
Path of Exile 2,90.93825656964474,73.1227531845363,72.02801689536618,1.8701635612276628,0.5102164204630949,Roguelike,83276.19405546588,growing,0
RimWorld,87.26020461023455,63.608349910237635,20.412517717595858,71.48971028955835,26.15004809304542,Co-op,80466.36958048545,growing,1
Destiny 2,46.99554826259467,17.10014741349394,16.912296155482736,2.5998357663358553,0.06889991541431481,RPG,1970.2027529293237,stable,0
Warframe,97.41140106012251,62.5795980547634,61.4726318784066,0.0,0.36730425541728856,Puzzle,132803.6647945824,growing,0
Madden NFL 24,80.58298813990616,72.86665579235671,73.58268843929801,0.0,0.0,Simulation,165849.44788079226,growing,0
The Division 2,60.871066933969104,26.405506273711957,27.77377121377701,0.0,0.5140542676007874,Indie,128002.29322541373,growing,0
Alan Wake 2,75.59646785625185,32.80754851667964,18.334121305812392,41.15685505820911,3.844082769769577,Survival,19638.845941537387,falling,1
American Truck Simulator,88.72608322133101,25.549093766297684,20.483546556010726,17.61539020900387,24.337241119847018,Simulation,126131.69488390905,stable,1
Seven Days to Die,81.50405894949172,40.006505953224945,26.50358184415689,31.03883128124634,12.890560247704842,Indie,174668.65452411657,growing,1
Cyber Hook,44.75726661121234,56.679527796544384,55.45199790057426,0.24137644067776104,0.0,Strategy,143037.7572785125,stable,0
Cities: Skylines 2,93.98354547765243,60.2478533135813,59.21312138971664,2.087494706468159,0.0,RPG,163454.94620875467,growing,0
Halo Master Chief Collection,72.79999143077644,75.97671724924173,15.470029553807237,81.12600357937384,11.943020131683042,Co-op,151103.9730182585,stable,1
American Truck Simulator,89.11096162485423,11.16556605280758,7.881711491520622,42.94142209966936,16.6879521516207,Action,34691.247603364725,growing,1
Final Fantasy XV,80.5018627637242,66.11119461962572,67.91928491638491,0.0,0.4770539968171223,Co-op,19673.066448186375,falling,0
Apex Legends,90.64153287236394,52.743733172955615,17.466850730495555,71.30550700086437,29.452648478606974,Roguelike,40468.999956621155,stable,1
Monster Hunter World,85.73781591384441,24.77454296705751,9.482652462554475,62.03031480262368,8.709538680139008,Simulation,34821.81252610485,stable,1
Chivalry 2,65.69076190715127,57.00085972867552,29.781377348360422,51.94465228450621,23.418845696584167,Fighting,24475.933769969226,growing,1
Dead Cells,90.9870795672101,77.44632883461747,71.65806653109836,10.363157283430454,19.300867770406867,Co-op,97731.99751579206,falling,1
Among Us,80.95430771908966,10.219873573016491,3.0544326357736744,69.22635560649118,0.6386356858870939,Puzzle,142870.05567015533,growing,1
It Takes Two,64.2258800440642,4.304978083204315,1.788449097819838,2.1605011445596847,0.4119445106338709,Survival,18844.36890396256,growing,0
Sons of the Forest,42.41727266254444,7.066344989590666,5.640504079640794,27.692026410236334,20.676698479088763,Shooter,95982.72812184304,growing,1
Doom Eternal,38.76486368993935,9.649382066771429,11.028256829121744,2.003315583058867,0.0,Racing,194724.9960983642,falling,0
Resident Evil Village,88.84215183700825,44.03711670546896,43.8419851287208,0.0,0.1561405073795921,Fighting,102804.71211953813,growing,0
Hotline Miami,89.47981452566778,7.550674044277816,8.644233368051031,1.321203081949052,0.0,Survival,175916.5713805891,growing,0
Dark Souls Remastered,68.49006132297771,42.0473020073752,39.18622615622696,0.973018142424572,0.0,Fighting,26867.602896987777,falling,0
Counter-Strike 2,50.96846256243823,9.509734309567587,10.767067017026108,0.0,0.38019408426463186,Action,56291.5992912141,falling,0
Resident Evil Village,60.49667053895826,51.60936752870806,21.21524139756782,59.78780100079472,7.356345014277884,Shooter,71768.1111993876,falling,1
Mortal Kombat 11,96.43546994629385,20.073473732227104,7.622083882258382,58.98598314777368,12.142018816335419,Shooter,127528.99832817557,falling,1
Watch Dogs 2,64.27484193849149,26.99513631227491,27.921194866951733,0.0,0.4515014835972532,Adventure,26300.966882339344,falling,0
Hunt: Showdown,96.8573141325455,20.227735014076067,8.155847918279088,59.05576561126731,15.836242384244898,Co-op,57403.8727929348,falling,1
ARK: Survival Evolved,88.24366187140096,77.59147602105011,22.794270589041318,69.32761716936228,28.05062313289895,Roguelike,91110.11231310159,falling,1
Dota 2,58.721517216682685,19.9569356363708,19.25671880882141,0.0,0.3290341428424417,Shooter,62581.42916556129,growing,0
Halo Master Chief Collection,56.89092120403191,17.835698620332533,18.950258844903537,0.0,0.0,Sports,176596.9633514491,falling,0
Assassin’s Creed Valhalla,60.916412690728365,33.64743557241752,33.481990744497416,0.0,0.0,Adventure,94794.52167496546,growing,0
Euro Truck Simulator 2,49.14990056997666,2.378812255698334,4.613634532292018,19.724202058802124,27.418423533619045,Co-op,166492.00105946168,falling,1
Doom Eternal,64.62844321185587,57.74448210780328,28.196212074105684,49.782721727334575,22.758775101178976,Fighting,21370.725489792778,growing,1
Frostpunk,51.68272672088476,19.453431255417964,16.82162627875526,2.8592233298143492,0.29745658430684657,Roguelike,22119.001331344687,falling,0
Halo Infinite,59.06726448917062,64.56601186178796,64.10078847433337,0.0,0.0,Co-op,30101.07531117371,falling,0
Escape from Tarkov,78.81085443670212,45.81732131932177,41.09138902137972,13.07645521376257,21.88638795271372,Racing,179362.0948713287,stable,1
Dragon Ball Xenoverse 2,51.605499021843244,75.40796162993905,70.9195061246146,13.922633430090368,8.034047286071733,Sports,13566.416887568845,growing,1
Grand Theft Auto V,88.56745842829017,74.58786596100866,74.52720243551126,1.889273415332997,0.053199057330200666,Racing,30644.29263802822,falling,0
Lethal Company,57.237385856791306,29.79461284120858,16.260979828355534,51.59070660538218,15.69466818811161,Roguelike,19729.122126389015,falling,1
Dark Souls Remastered,85.43830079062457,34.72978838054166,36.515340805314025,0.0,0.402299813143839,Survival,42213.40257788371,growing,0
Lethal Company,41.11831874536918,79.93139966083722,82.4552755982971,1.1648930467131418,0.0,Action,38555.26615670045,falling,0
Rust,47.06452298201777,3.0410444507657397,4.723658554268026,1.1360278133641144,0.712941408611309,Racing,30767.78343832243,stable,0
Chivalry 2,89.46871555611702,72.63154156085619,53.32208923026901,30.87823859469712,0.9458735712791169,Racing,37075.80085705589,falling,1
Guilty Gear Strive,60.33096492783418,45.00789562636861,22.767559863888632,49.12798617382147,8.741525107055818,Puzzle,188856.9150765377,stable,1
Mount & Blade II: Bannerlord,67.57947661535822,67.10718668615053,64.11540331019245,1.4583835495144093,0.7799443937928516,Strategy,183279.87185635357,stable,0
Hotline Miami,94.33616138418851,35.123952045700776,34.53154189757325,0.0,0.19821211409915507,Indie,58578.306955738684,falling,0
Starfield,95.96185709909545,21.05450291231008,7.09145976307717,59.46211877248927,11.6082224987005,Shooter,129830.03522058518,falling,1
Lethal Company,79.1091041270327,43.764547750917274,41.45747668550007,0.15225578980484716,0.7967024863128934,Sports,165019.3802124516,stable,0
Nier Automata,90.43386903077551,31.958210439517856,6.112966796605647,80.01415424334174,3.161104451814963,RPG,33098.678635443466,stable,1
Nier Automata,79.34749850957434,73.88981081042935,74.65752028336007,0.517097593265896,0.2121848421844449,Metroidvania,123843.3349616298,growing,0
Inside,63.43322087155282,63.120117640510294,11.584721372047042,80.71060792952052,20.921707829669216,Strategy,2246.2440246521037,growing,1
A Way Out,75.613031608925,26.922466696618216,25.740912151629917,0.0,0.0,Puzzle,21520.981233671475,stable,0
Escape from Tarkov,81.78134295440314,37.78561309876523,37.678510848729125,1.0095141432228152,0.0,Puzzle,22121.235149070475,growing,0
Forza Horizon 5,65.28307465506614,4.448947032107685,0.8714313889934966,78.01119229859651,25.90061924558931,Horror,132814.98686450804,growing,1
Tekken 8,96.86399939043996,61.003066043172474,37.214918020118006,43.19239949798764,18.94440881498053,Adventure,129641.48746596,growing,1
Seven Days to Die,85.64146883228196,69.08042357915741,28.753748394228484,60.07587386027568,27.82170933764463,Indie,42587.4224575266,stable,1
Rainbow Six Siege,83.24989766445607,36.86115152720212,27.02816294454253,30.1308492029028,19.79683876202058,Fighting,141677.47475355325,growing,1
Rainbow Six Siege,90.88823469467258,46.516774062763844,10.12999403628423,80.04883520878816,8.789392641711753,Puzzle,162036.79357528593,falling,1
Resident Evil Village,70.80820467585042,60.39987683675265,60.7636247991485,0.0,0.3627309033640504,Shooter,75465.87670521773,stable,0
Seven Days to Die,47.59853604876423,62.5854551957665,24.349827802036078,60.758016793983025,13.64010955300833,Action,84241.59501630717,falling,1
Sea of Thieves,55.06905548055987,53.72722211540154,19.908921309053273,60.20980584771431,5.55344795057968,Horror,93643.07593593755,growing,1
Planet Zoo,65.95265354968659,78.0566161425918,78.55800400682533,0.0,0.0,Indie,12883.899326285798,falling,0
Sea of Thieves,49.99392347740031,63.73578284539463,12.903295624860089,79.37807814752628,28.40327507711032,Racing,67275.31876159494,falling,1
PUBG,87.22762196711516,28.542290410665967,29.37367547933134,0.0,0.0,Metroidvania,177004.7688819338,falling,0
Escape from Tarkov,45.56345402020065,25.3941201109613,12.19654264123918,50.926598282095505,12.504839633789638,Survival,144949.60454572117,growing,1
Tekken 7,73.31717189266531,67.72619988469557,34.50448025370317,53.17756784699746,10.752768838150692,RPG,36456.53480837805,falling,1
Euro Truck Simulator 2,72.19897131582331,12.945635161549827,5.43725168922713,48.800201530952116,13.904036162499931,Indie,46710.66263454186,falling,1
Path of Exile,51.41271580894184,30.794112261265234,31.957478902220814,0.0,0.71844605542548,Racing,68295.38675227373,falling,0
Nier Automata,70.62775636439027,70.75761150267549,13.094303792325686,79.79395109830244,5.664214578773299,Simulation,195515.57515061004,stable,1
RimWorld,63.24389804441847,1.5865180118768276,0.9221873681399717,79.66552238854652,25.530115078755717,Horror,124148.5121706735,growing,1
Sons of the Forest,88.90421678164546,40.812876955166836,19.06794961981943,48.40114809586952,19.512338491242815,Puzzle,37186.399633334564,stable,1
Banished,61.58236501778504,19.12715095740447,19.25791779955185,0.33782738372889937,0.0,Shooter,57116.58537293503,growing,0
Lies of P,91.2342755020327,35.78361972747509,37.2520564062782,0.0,0.0,Adventure,157370.41062839923,growing,0
Lethal Company,61.50491508608512,41.37638256648348,40.71343122467239,0.0,0.4175183062126088,Fighting,173475.3163622529,growing,0
Little Nightmares,92.49291385021958,3.660021613876696,4.7396496446954215,18.726879590143998,12.429564139042455,Horror,120572.3452477188,stable,1
CyberConnect,62.21330818105561,31.17436451435909,33.35298050921592,0.0,0.0,Metroidvania,125518.50113338968,stable,0
PUBG,51.726075627518284,78.86916112001518,78.15571911986243,0.0,0.6238334416515735,Co-op,193584.06220803235,falling,0
Assassin’s Creed Valhalla,82.23192095058678,6.957850841355578,1.6091834381377448,69.81543270002112,10.587332198805992,Adventure,107513.91689385971,growing,1
Team Fortress 2,83.82504316209236,33.63107623376871,15.459981978076792,49.69551215872397,17.687991433291007,Strategy,92670.86696510894,falling,1
Palworld,57.01683858982019,12.080785772074368,13.638987886574668,1.345248368328148,0.0,Action,171246.79337938962,falling,0
Ori and the Blind Forest,92.10295842635585,61.15694231710985,59.245182654078235,0.0,0.0,Puzzle,93471.89178745363,stable,0
Guilty Gear Strive,76.45430516689622,5.935455855503662,1.5612407213095922,69.00594061474601,29.707088461221872,RPG,178595.7035862589,falling,1
Surgeon Simulator,64.64323794578489,59.372094151562266,57.139743512244316,1.7381351915826508,0.2348026981303628,Puzzle,80947.78616755159,growing,0
Forza Horizon 5,67.51423009097901,7.043128032816583,6.464739607106555,0.6888119383087542,0.04413307960752366,Racing,51746.474787081526,growing,0
Phasmophobia,91.42566134185378,7.76014651866155,7.808347769581061,0.4889479585480733,0.05054750245578592,Puzzle,33364.36864358231,falling,0
Warframe,40.777326996352,65.28204847790964,66.50158665396783,1.6966569553814574,0.6666250663455562,Indie,86962.94818666126,stable,0
Lethal Company,41.02929276630452,23.46923121558223,4.5718997736030165,79.0110267425878,28.222210004324978,Horror,196866.10824107195,stable,1
The Outlast Trials,88.22436086248156,44.04174839044576,15.642980714513305,70.57424382640721,28.616566439861565,Roguelike,0.0,stable,1
Surgeon Simulator,72.1336400380633,3.755468619072116,3.6957849039268376,9.404491574844627,14.517019562901234,Shooter,149488.70521811603,growing,1
Stardew Valley,68.05582554836097,61.978583317279586,64.34468053167467,0.0,0.08939182959321162,Metroidvania,194928.85485941387,growing,0
Portal 2,92.45157549364329,60.22866109835451,60.05417763694906,0.568619467074313,0.06581431003688538,Co-op,63167.52500860777,falling,0
Assassin’s Creed Odyssey,76.23808457019413,53.240921533946036,52.64663675334558,0.5208404505612747,0.0,Shooter,179592.76440220344,growing,0
Limbo,56.66446166456795,11.780968216857886,7.884955493185821,1.594746489223958,0.392002588764332,Racing,186404.00502334468,falling,0
PUBG,94.48701223631146,68.26757386704332,72.17711353462454,1.8234198818799705,0.12095251879513955,Co-op,192531.17870801932,stable,0
Mount & Blade II: Bannerlord,68.31666270443077,78.66066759139186,77.20222630607326,1.788106105126405,0.0,Adventure,175628.2418429241,falling,0
CyberConnect,70.26372162821323,8.035965398946061,2.059080353526516,68.72578790994031,23.838123732289038,Strategy,193796.66925041206,falling,1
Madden NFL 24,49.00505985402091,31.409602992467253,30.70936990900678,2.450101611888433,0.44075954712026155,Co-op,202176.3319657199,falling,0
Palworld,77.73086007162516,37.99868336959284,25.424959840802426,32.09240736002702,9.793477770650478,Survival,6171.699165621986,falling,1
Little Nightmares,76.82955358335084,43.431484333141064,25.15527127711781,41.81866191122884,25.384259518387072,RPG,38028.66840501084,growing,1
Final Fantasy VII Remake,63.30777443996243,43.456065185589516,42.816519878891945,0.0850818073236154,0.0,Horror,32772.99896855406,stable,0
The Forest,74.62073270757558,76.73422999665013,54.82113346931307,29.10618418732193,17.188586643675457,Shooter,39069.09368202125,growing,1
Dead Cells,87.8921399129053,59.17419020332721,49.39089897010312,20.106264739338567,22.26202595665335,Co-op,26612.476571278035,growing,1
Final Fantasy XV,70.92908941230544,36.07732719118285,20.52374265365808,40.294987991285666,4.683089859589378,Strategy,26187.271819469068,growing,1
Tekken 7,88.61489873605498,40.57045917763417,42.186758015868314,1.1103001966412736,0.9428227192676122,Fighting,159834.15867621356,stable,0
Cyber Hook,92.7707446443807,21.193469505269523,21.065608779457722,1.8818366550571852,0.0,Roguelike,83949.98171265432,stable,0
Among Us,89.15544261466779,75.76937755136476,74.64742702810118,0.18932723280845085,0.47768384675345177,Racing,33229.75632743147,falling,0
Valheim,66.82890053895261,60.02706331205407,22.40562205895475,59.565337782102475,21.588473496765562,Action,200931.50317591813,stable,1
Payday 3,61.43385746553808,71.91777252407327,70.31523379699979,1.6568244677318469,0.0,Fighting,122271.68258286905,stable,0
Rainbow Six Siege,91.83838786974698,33.90235006253435,16.6647467486038,51.4985756427428,26.46326718523921,Racing,11554.581949698942,growing,1
Rainbow Six Siege,57.32858282241915,52.7121320967251,53.1069030980636,0.0,0.0,Co-op,84830.5391494608,growing,0
Baldur's Gate 3,79.86723063727781,27.009457997052078,21.047890568296737,19.95677353346485,0.9275855417567956,Horror,151842.4020249937,falling,1
The Callisto Protocol,75.53852239421188,30.881356315194015,12.463638778681455,59.43001458232734,7.650647362195537,Racing,13627.640403159843,falling,1
Nier Automata,62.84231561449641,79.89314930625055,18.273031634342885,77.98316196219267,11.41119075067374,Action,88933.77406796876,falling,1
Satisfactory,81.24165744096119,17.96605401653832,2.9870995895345045,78.44260079075946,6.7228576904712485,Simulation,9100.017735233054,stable,1
PUBG,96.4477444954217,41.686608521279034,10.018224426143748,80.10357808518631,12.47551040469884,Racing,166137.9685524314,growing,1
Watch Dogs Legion,62.5492016787486,70.93544527916227,14.256816362635325,82.22024218104278,22.23600397687685,Puzzle,51054.17753498526,stable,1
Rust,60.45029575154534,76.63887980862003,74.84502367941607,1.653959558481974,0.4888684278947917,RPG,30088.42153378319,growing,0
Oxygen Not Included,66.913833895603,37.09696423043892,39.32936504118133,0.0,1.1489345183588782,Strategy,121364.51984024579,stable,0
Goat Simulator 3,87.23274468820243,12.227005132360109,5.381482797628952,59.67948020223053,4.369332092541561,Action,185370.0146803214,growing,1
Watch Dogs 2,87.3544862472689,57.28429633440766,29.528373621262073,51.070040781806405,3.290259966872975,Roguelike,138776.65060176514,stable,1
Destiny 2,81.58240008929174,72.60311518334318,21.090290291080436,70.74717131627789,6.625239834926867,Survival,169800.49113869938,growing,1
Path of Exile 2,44.85102619852472,14.962833195736852,15.39858945624462,3.177051904573703,0.492995636300616,Puzzle,29952.91991897658,stable,0
PUBG,64.10666439396745,3.050965886727348,3.515249005781924,1.0043634267212143,0.0,Co-op,23571.806942519324,growing,0
Halo Infinite,97.2790508860981,80.14658878054149,40.37860184974211,47.39792286570365,6.007798903602802,Sports,33761.76515845563,stable,1
Stardew Valley,62.14205441922757,9.97725133017712,6.772169348228791,0.0,0.0,RPG,21271.772394853124,falling,0
Sea of Thieves,86.96435150939702,23.782444789129578,14.257505617364945,51.48489883781755,27.65546769844431,Shooter,16080.121688738536,growing,1
Stardew Valley,76.40440523012893,33.02224966491637,27.811163595069626,18.37726595478206,1.189735111275851,Strategy,120905.01660581451,growing,1
Limbo,82.74908029231177,78.8241979002899,77.21966753016035,0.0,0.19621624799080092,Fighting,68653.0348537019,falling,0
Frostpunk 2,85.22377094983078,66.37141989020837,28.10762122902998,61.788704299410426,0.8032168949576401,Strategy,81780.53215505063,growing,1
Mortal Kombat 11,59.79682752003317,72.47086358164417,74.16262162266102,0.5810877059264566,0.0,Sports,56853.775590135534,stable,0
Cyber Hook,74.3663509753817,79.67891879709575,54.41482686427873,32.3660176660657,16.77723963209968,Shooter,32362.63431780417,growing,1
Sons of the Forest,96.30152439403992,62.9256464315089,63.670406148105045,0.0,0.03512913038427523,Puzzle,128664.03443307326,growing,0
Team Fortress 2,75.84957259849429,54.29781624413672,53.203260572770844,1.061460993325575,0.0,Fighting,64929.27217114332,falling,0
UltraKill,78.97506206539825,71.76796207470227,71.89156035330262,0.10844019114139869,0.0,Simulation,165776.28122607264,growing,0
A Way Out,79.62975323697425,70.90655622902902,56.071525802029285,18.896293354156985,24.74742965288822,Co-op,20807.118055866005,falling,1
Rainbow Six Siege,44.63721574050906,39.083847825005144,38.113674004159215,1.221279796674634,0.0,Racing,112791.43718465608,growing,0
Guilty Gear Strive,63.623992353057425,2.1459417970220045,1.0106581392391802,47.600122764197465,17.714139657176705,RPG,61590.62116452848,growing,1
Watch Dogs 2,60.11795724596739,46.44590365755143,23.28193177875326,51.65997084057858,9.421149655320212,Puzzle,185707.15152967157,stable,1
Slime Rancher 2,83.08798037056657,18.129348190192317,19.177302410063206,0.0,0.0,Fighting,154907.74455419206,growing,0
Bloodstained: Ritual of the Night,49.3834755662771,72.3540642515082,69.86121227386559,3.0609712179478907,0.7058593440048517,Sports,26117.255445615516,stable,0
Rainbow Six Siege,98.46755679200055,58.288383615882395,45.248983681306875,29.464053888986726,4.247354769564119,Survival,36950.914572850656,growing,1
Black Desert Online,92.92638159792602,41.3188025753691,26.094612310429113,40.99529786801465,3.6782358026220554,Survival,73919.51947937478,growing,1
Dota 2,73.2430946178493,1.4299238583236498,1.7803935822862305,0.0,0.0,Survival,15887.95007925747,falling,0
Oxygen Not Included,55.21782271386282,44.597692392711195,43.89111381224375,0.761241488820407,0.0,Adventure,155171.031590063,stable,0
NBA 2K25,91.23392256684906,25.520424929501647,8.292825384610358,68.79126945445464,25.03502555064661,Indie,142982.21357418006,stable,1
Ori and the Blind Forest,63.284926478879974,41.415852901932496,41.59900732643496,0.2124907667112079,0.1873879405322265,RPG,144568.0196569987,stable,0
Euro Truck Simulator 2,78.2215701066168,2.8134290998845333,4.659129184381079,11.795935710123176,22.432613058974848,Horror,181374.55360509412,growing,1
Risk of Rain 2,91.10301552401657,53.19940587393116,42.56205522347177,18.96010964993812,29.684303483329128,Co-op,80635.53537663505,growing,1
The Binding of Isaac,94.92559642294601,4.7621465041195,4.4838219435601605,38.371493476626206,21.92732154948553,Fighting,145304.28337072046,stable,1
Hades,99.44493517265656,34.42180460802737,18.51300866013928,40.494605670198155,27.632637138412417,Horror,26819.23462859765,falling,1
The Division 2,59.223631618103724,33.28772301755831,31.46166804732867,0.0,0.0,Strategy,133652.5151721488,falling,0
Path of Exile,48.13685519718692,33.29074326624344,21.84798871292405,28.935154774184674,17.497751473778216,Metroidvania,198890.15533105456,stable,1
Frostpunk 2,68.72002819696687,2.4221445453720256,3.084256967670102,0.0,0.0,Strategy,70271.24937475249,growing,0
A Way Out,44.33807868343693,72.20939489336584,73.07905138794395,0.0,0.068955617057004,Adventure,160519.08362740724,falling,0
Hunt: Showdown,78.42989825771403,39.70995937351608,41.113308603977984,0.0,0.0,Roguelike,149939.35791916828,stable,0
Ori and the Blind Forest,75.783320918647,11.464711163478274,3.1362589524356546,71.07111523546686,19.10506322707963,RPG,0.0,growing,1
Dark Souls III,42.23667655838027,45.48899072277903,28.744872271355515,29.450063668082766,12.42178201034094,Metroidvania,34335.394682632475,growing,1
Dead Cells,69.23948237569415,70.64729162309024,42.58472491048512,39.59583958356472,5.623705000269119,Puzzle,108245.15870256188,stable,1
RimWorld,84.6025353920245,13.785203512526483,13.715969604999916,1.234226570275319,0.0,Roguelike,114794.51231342123,falling,0
Ori and the Blind Forest,46.70438653089207,54.65568363736995,44.75389157061166,19.386895149037255,8.103759874131653,Indie,158352.6109300159,falling,1
Cuphead,92.65771507776351,30.122830742097207,18.977090492924518,39.99999786748304,0.18877359313285058,Horror,73732.12686157564,growing,1
It Takes Two,71.32982617290862,26.215089528501252,22.854841066529097,0.0,1.0366423078873972,Roguelike,106442.62946373965,stable,0
Path of Exile 2,67.29640415694118,63.95259486735464,20.786844303193725,70.34158883220195,13.045290368006908,Indie,15412.843129069013,falling,1
Cities: Skylines,97.98693713274993,79.00635706794009,69.50944658819449,11.011049163908996,12.303561289465906,Metroidvania,21105.386302919425,growing,1
Outlast,86.9134717078468,63.586470767108494,29.457969193461558,50.55734321870754,22.578318812079214,Shooter,114824.08062020419,stable,1
Mount & Blade II: Bannerlord,68.2848686976283,55.45760830753825,55.74551888753056,1.0155725573115615,0.0,Survival,41808.91649665903,growing,0
Tekken 8,73.75169454912498,35.9907550431764,12.404311503627426,69.70643885914734,28.794200116804326,Puzzle,84.25003222206897,stable,1
Limbo,75.25706740239241,45.48497060220651,46.96632138203723,0.0,0.0,Shooter,156646.9063178344,stable,0
